renter_id,age,household_size,income,credit_score,budget_min,budget_max,desired_beds,desired_baths,desired_sqft_min,has_cats,has_dogs,is_smoker,needs_wheelchair,has_ev,wants_furnished,pref_lat,pref_lon,max_distance_km,laundry_pref,parking_pref,move_urgency,type_pref_apartment,type_pref_house,type_pref_condo,type_pref_townhouse,type_pref_duplex,type_pref_loft,type_pref_cottage_cabin,type_pref_manufactured,type_pref_flat,type_pref_in-law,type_pref_assisted_living,type_pref_land
25919,61,2,61049.0,566.0,940.0,1745.0,1.0,1.0,1016.0,1,0,0,0,0,0,30.413,-91.6259,9.4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25920,24,1,45015.0,562.0,847.0,1573.0,0.0,1.0,629.0,0,1,0,0,0,0,34.4163,-83.5992,69.9,0,6,1,0,0,0,1,0,0,0,0,1,0,0,0
25921,25,2,84396.0,612.0,1826.0,3391.0,1.0,1.0,1232.0,0,0,0,0,0,0,39.827,-104.9416,57.2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
25922,65,3,75878.0,617.0,1291.0,2398.0,2.0,1.5,773.0,0,0,0,0,0,0,30.6959,-81.5667,77.2,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0
25923,49,3,62669.0,623.0,956.0,1776.0,3.0,2.0,1227.0,0,1,0,0,0,0,34.2957,-119.623,18.5,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0
25924,30,2,54639.0,637.0,1233.0,2290.0,3.0,2.5,882.0,1,0,0,0,0,0,39.6758,-105.2176,55.3,5,6,1,0,0,0,0,0,0,1,0,0,1,1,0
25925,59,2,70245.0,632.0,1216.0,2259.0,3.0,2.5,1158.0,0,1,0,0,0,0,32.5664,-86.5057,16.2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
25926,27,1,42453.0,578.0,743.0,1380.0,2.0,1.5,916.0,0,0,0,0,0,0,41.5728,-81.826,28.6,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
25927,57,2,73261.0,592.0,1131.0,2101.0,2.0,1.0,863.0,0,0,0,0,0,1,47.5044,-116.9973,31.2,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0
25928,63,4,85384.0,530.0,1700.0,3157.0,5.0,3.5,1545.0,1,1,0,0,0,1,29.9831,-92.338,16.1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1
25929,43,4,60585.0,516.0,1259.0,2338.0,4.0,2.5,1345.0,1,1,0,0,0,0,32.5716,-110.7681,13.8,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0
25930,52,1,74893.0,609.0,1261.0,2343.0,0.0,1.0,802.0,0,0,1,1,0,1,42.2897,-83.4809,8.0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0
25931,56,4,109837.0,663.0,1957.0,3635.0,3.0,2.0,1107.0,0,0,0,0,0,0,42.12,-71.4753,43.5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0
25932,63,4,82327.0,570.0,1889.0,3509.0,4.0,2.5,1098.0,0,0,0,0,0,0,29.3681,-80.9111,8.7,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1
25933,48,4,91947.0,640.0,1799.0,3342.0,5.0,3.5,1608.0,1,0,0,1,0,1,33.9183,-116.1047,43.7,5,5,1,1,0,0,0,1,0,0,0,1,0,0,0
25934,33,4,36520.0,585.0,789.0,1465.0,5.0,3.0,1680.0,1,1,0,0,0,0,40.3406,-87.9641,74.3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
25935,28,5,69826.0,637.0,1237.0,2297.0,6.0,3.0,1569.0,0,0,0,0,0,0,42.4476,-70.9326,41.4,5,2,1,0,0,0,0,1,1,0,0,0,0,0,1
25936,36,1,76881.0,588.0,1338.0,2484.0,1.0,1.0,1080.0,1,0,0,0,0,0,29.9188,-85.3671,67.4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
25937,20,2,56672.0,507.0,899.0,1669.0,2.0,1.0,1408.0,0,1,0,0,0,0,42.2268,-83.3588,36.8,5,3,2,0,1,0,0,1,0,0,0,0,0,0,0
25938,54,5,98936.0,684.0,1634.0,3035.0,4.0,2.5,1596.0,0,0,0,0,0,0,39.8425,-105.2372,30.2,3,7,0,1,1,0,0,0,0,0,0,0,0,1,0
25939,37,2,60557.0,610.0,1136.0,2109.0,3.0,2.0,1231.0,0,1,0,0,0,0,36.7563,-93.0862,45.1,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0
25940,55,3,76151.0,598.0,1292.0,2399.0,3.0,2.5,1044.0,1,0,0,0,0,1,35.6853,-78.5339,78.5,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0
25941,21,2,52458.0,576.0,906.0,1682.0,2.0,1.5,779.0,0,0,0,0,0,0,32.4603,-84.6926,45.0,4,4,1,1,0,0,0,0,0,0,0,0,1,0,1
25942,34,1,64541.0,580.0,1262.0,2344.0,1.0,1.0,1009.0,0,0,0,0,0,0,40.273,-88.1197,65.3,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0
25943,38,5,73083.0,538.0,1544.0,2868.0,4.0,2.5,1197.0,1,0,0,0,0,1,31.6714,-81.1236,66.0,5,7,0,0,0,0,0,1,1,0,0,1,0,0,0
25944,22,2,57807.0,582.0,1348.0,2504.0,3.0,2.0,1312.0,1,1,0,0,0,0,36.2576,-118.7924,36.1,1,6,1,1,0,0,1,1,0,0,0,0,0,0,0
25945,61,2,61933.0,618.0,943.0,1752.0,1.0,1.0,667.0,1,0,0,0,0,1,38.0409,-85.6708,32.6,5,5,1,0,0,1,0,0,0,1,0,0,0,0,0
25946,49,1,58954.0,591.0,1061.0,1970.0,2.0,1.5,1275.0,0,0,0,0,0,0,39.1315,-84.3202,47.3,5,5,1,1,0,0,1,1,0,0,0,0,0,0,0
25947,61,5,76459.0,689.0,1358.0,2521.0,4.0,2.0,1206.0,0,0,1,0,0,0,42.7744,-78.8396,66.8,4,1,2,0,1,1,0,0,0,0,0,0,0,1,0
25948,59,1,66923.0,636.0,1128.0,2095.0,2.0,1.0,793.0,0,1,0,0,0,0,43.5617,-72.4759,21.1,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0
25949,19,4,56034.0,663.0,874.0,1623.0,3.0,2.0,1179.0,0,0,1,0,0,0,30.3531,-81.62,34.7,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0
25950,62,1,69758.0,590.0,1155.0,2144.0,2.0,1.5,839.0,0,0,0,0,0,0,29.1557,-81.4417,19.8,3,7,2,0,1,0,1,0,0,0,0,0,0,0,0
25951,21,5,67344.0,529.0,1158.0,2151.0,6.0,3.0,1436.0,0,0,0,0,0,0,25.7422,-80.2428,60.4,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0
25952,63,2,82519.0,574.0,1577.0,2929.0,1.0,1.0,1020.0,0,0,0,0,0,0,35.3262,-106.5666,10.7,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0
25953,52,4,122425.0,652.0,1820.0,3379.0,5.0,3.0,1358.0,1,0,0,0,0,0,36.4626,-119.6592,63.0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0
25954,60,2,82651.0,593.0,1568.0,2912.0,1.0,1.5,1024.0,0,0,0,0,0,0,35.9301,-119.2251,72.5,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1
25955,43,1,35721.0,539.0,817.0,1517.0,0.0,1.0,804.0,1,1,0,0,0,0,39.4761,-77.2404,42.3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0
25956,26,1,42825.0,524.0,921.0,1711.0,0.0,1.0,694.0,0,0,0,0,0,1,32.9311,-116.9839,65.3,1,6,1,0,0,0,1,1,0,0,0,1,0,0,0
25957,25,3,55276.0,583.0,1118.0,2077.0,4.0,2.0,1281.0,0,0,0,0,0,0,29.9509,-85.7431,37.5,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0
25958,24,3,31229.0,486.0,593.0,1101.0,3.0,2.0,1046.0,1,1,0,0,0,0,37.9125,-84.4764,56.9,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
25959,59,2,83956.0,567.0,1540.0,2860.0,2.0,1.0,885.0,1,0,0,0,0,0,39.3188,-84.2433,16.0,5,2,1,0,0,0,0,0,0,0,1,1,1,0,0
25960,45,1,82463.0,582.0,1403.0,2605.0,2.0,1.5,1064.0,0,0,0,0,0,0,42.9428,-83.4959,6.5,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0
25961,29,4,51409.0,529.0,1020.0,1894.0,3.0,2.0,1297.0,0,0,0,0,0,0,44.337,-92.5329,49.3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25962,24,3,73604.0,600.0,1380.0,2563.0,4.0,2.0,1437.0,0,0,0,0,0,0,35.7606,-78.6022,63.7,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
25963,22,3,68794.0,573.0,1479.0,2747.0,3.0,2.0,1442.0,0,0,0,0,0,1,41.8607,-86.3232,8.7,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
25964,31,2,59462.0,587.0,1031.0,1915.0,3.0,2.0,1173.0,1,0,0,0,0,1,39.7462,-77.459,53.5,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0
25965,56,2,83964.0,581.0,1404.0,2608.0,2.0,1.0,1343.0,0,0,0,0,0,0,42.8803,-78.6721,29.8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
25966,64,2,62525.0,574.0,1328.0,2467.0,1.0,1.0,865.0,0,0,0,0,0,0,37.5459,-121.2416,71.0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
25967,49,1,78011.0,609.0,1512.0,2808.0,0.0,1.0,766.0,0,1,0,0,0,0,27.5949,-82.6683,44.9,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0
25968,69,5,118685.0,612.0,2530.0,4699.0,4.0,2.5,1809.0,1,0,0,0,0,0,33.6734,-82.0545,60.5,4,5,0,0,1,0,0,0,1,0,0,0,1,0,0
25969,38,2,68460.0,569.0,1489.0,2765.0,1.0,1.0,1064.0,0,0,0,0,0,0,34.1369,-117.2427,37.1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,1
25970,35,2,63466.0,598.0,1245.0,2313.0,2.0,1.0,1055.0,1,0,0,0,0,0,41.4711,-81.763,34.5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1
25971,54,2,62138.0,572.0,1176.0,2184.0,2.0,1.0,1165.0,0,1,0,0,0,0,39.3723,-95.607,56.7,5,7,0,1,0,0,1,0,0,0,0,0,0,1,0
25972,25,2,63119.0,497.0,1456.0,2705.0,1.0,1.0,921.0,1,0,0,0,0,0,35.0961,-111.8064,78.3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25973,65,3,80813.0,618.0,1775.0,3297.0,2.0,1.0,1419.0,0,0,0,0,1,0,42.1378,-71.1801,41.5,4,6,1,0,0,0,0,0,0,0,0,0,1,1,0
25974,58,3,78569.0,534.0,1619.0,3007.0,2.0,1.0,950.0,0,1,0,0,0,0,43.1596,-85.5579,77.9,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0
25975,19,4,70081.0,585.0,1370.0,2544.0,4.0,2.5,1062.0,0,0,0,0,0,0,35.2043,-79.2405,7.7,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1
25976,27,1,43136.0,533.0,684.0,1270.0,0.0,1.0,694.0,0,1,0,0,0,1,38.993,-104.8813,66.1,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0
25977,50,4,76887.0,658.0,1128.0,2094.0,3.0,2.0,1071.0,0,0,0,0,0,0,33.015,-117.2066,37.8,5,1,1,0,0,0,0,0,1,0,1,0,1,0,0
25978,56,5,115519.0,651.0,2457.0,4563.0,5.0,3.0,1377.0,0,0,0,0,0,0,38.7874,-90.8607,51.1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0
25979,29,5,44531.0,567.0,717.0,1332.0,4.0,2.0,1054.0,1,0,0,0,0,0,30.6274,-83.29,36.5,0,7,2,0,1,0,1,0,1,0,0,0,0,0,0
25980,56,1,73735.0,562.0,1434.0,2663.0,0.0,1.0,927.0,1,0,0,0,0,1,37.7867,-121.2627,55.4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
25981,42,2,49086.0,584.0,977.0,1815.0,1.0,1.0,998.0,1,1,0,1,0,0,47.5167,-117.8184,28.9,4,6,2,0,0,0,0,0,0,1,1,0,0,0,0
25982,53,5,64047.0,679.0,1315.0,2442.0,6.0,3.0,1991.0,1,0,0,0,0,1,39.3118,-77.2763,70.5,1,5,1,0,1,0,1,0,0,0,0,1,0,0,0
25983,40,3,80457.0,590.0,1539.0,2858.0,2.0,1.0,1111.0,0,0,0,0,0,0,39.9351,-105.0939,21.9,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0
25984,41,1,61693.0,657.0,1328.0,2466.0,1.0,1.0,1070.0,0,0,0,0,0,0,35.3614,-119.0584,26.1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
25985,38,4,65028.0,627.0,1170.0,2173.0,4.0,2.0,1299.0,0,0,0,0,0,0,33.8682,-83.3908,76.4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
25986,26,4,43427.0,562.0,667.0,1239.0,4.0,2.0,1209.0,0,0,0,0,0,0,42.7673,-84.7326,41.7,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
25987,27,3,62819.0,535.0,1395.0,2590.0,3.0,2.0,992.0,1,0,0,0,0,1,36.6431,-119.7064,17.2,1,4,0,0,0,0,0,0,1,0,0,0,0,1,1
25988,26,2,45005.0,553.0,698.0,1297.0,2.0,1.0,1241.0,0,0,1,0,0,0,30.6295,-84.5403,48.5,0,5,1,1,0,0,0,0,1,0,0,0,0,1,0
25989,59,3,92370.0,660.0,1796.0,3335.0,4.0,2.0,1465.0,0,0,0,0,0,0,34.2007,-118.9482,51.1,0,6,2,0,1,1,0,0,1,0,0,0,0,0,0
25990,40,3,62110.0,539.0,927.0,1721.0,2.0,1.5,1138.0,1,0,0,0,0,0,30.3993,-91.3717,76.0,4,2,0,0,0,0,0,0,1,1,1,0,0,0,0
25991,37,2,55437.0,619.0,1106.0,2054.0,3.0,2.5,1046.0,0,0,0,0,0,0,38.7885,-76.9274,66.8,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0
25992,62,3,97100.0,630.0,1696.0,3150.0,3.0,2.5,1498.0,0,0,0,0,0,0,38.8935,-94.4601,36.5,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0
25993,64,1,52668.0,677.0,1062.0,1972.0,2.0,1.5,958.0,0,0,0,0,0,0,40.0877,-73.9912,18.1,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0
25994,30,1,31533.0,571.0,580.0,1077.0,0.0,1.0,705.0,1,1,0,1,0,1,43.1442,-76.1659,12.6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
25995,36,4,57912.0,640.0,1317.0,2447.0,4.0,2.0,1239.0,0,1,0,0,0,0,42.2713,-89.0282,61.6,4,4,1,0,0,1,0,0,0,0,0,0,1,0,0
25996,39,2,66195.0,636.0,1111.0,2064.0,1.0,1.0,916.0,1,1,1,1,0,0,29.4158,-80.9405,51.9,5,6,0,0,0,0,0,1,0,0,0,0,1,0,0
25997,61,1,87936.0,580.0,1510.0,2805.0,0.0,1.0,940.0,0,1,0,0,0,0,61.306,-149.7435,41.6,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0
25998,52,4,90884.0,589.0,1616.0,3002.0,4.0,2.0,1340.0,1,0,0,0,0,0,38.0408,-87.5585,25.9,4,2,1,0,0,0,0,0,1,1,1,0,0,0,0
25999,46,3,63660.0,602.0,971.0,1804.0,2.0,1.0,991.0,0,1,0,0,0,0,36.393,-79.9664,19.7,4,0,2,0,0,0,1,0,0,1,1,0,0,0,0
26000,30,4,53112.0,586.0,1176.0,2184.0,5.0,3.0,1258.0,0,1,0,0,0,0,30.6357,-87.1874,73.0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1
26001,38,2,67564.0,582.0,1042.0,1935.0,1.0,1.0,1187.0,1,1,0,0,0,0,36.9874,-86.5024,18.0,2,7,1,0,0,0,0,0,1,0,1,0,1,0,0
26002,19,3,24058.0,587.0,393.0,730.0,4.0,2.0,1027.0,1,0,0,0,0,0,38.0742,-122.0844,6.4,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26003,54,1,42420.0,609.0,666.0,1237.0,0.0,1.0,455.0,0,0,1,0,0,0,34.3505,-119.1473,61.8,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0
26004,65,1,67355.0,588.0,1058.0,1965.0,0.0,1.0,812.0,0,1,1,0,0,0,30.7568,-86.097,21.6,4,2,0,0,0,0,1,0,0,1,0,0,0,0,1
26005,58,1,75617.0,669.0,1368.0,2540.0,1.0,1.0,830.0,0,0,0,0,0,0,46.6627,-117.1053,70.8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
26006,34,2,70693.0,587.0,1139.0,2116.0,2.0,1.0,1104.0,0,0,0,0,0,0,40.1893,-88.0591,6.8,3,5,2,0,0,0,0,0,0,1,0,1,0,0,1
26007,43,3,78808.0,577.0,1758.0,3264.0,3.0,2.0,1141.0,0,1,0,1,0,0,48.4212,-100.9745,14.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26008,67,1,79364.0,527.0,1805.0,3353.0,2.0,1.0,716.0,0,0,0,0,0,0,35.9946,-80.3226,26.5,3,7,1,0,0,0,0,1,0,0,1,0,0,1,0
26009,40,4,74438.0,588.0,1203.0,2233.0,5.0,3.0,1152.0,0,0,0,0,0,0,34.1957,-78.1073,38.1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1
26010,61,5,89475.0,565.0,1475.0,2740.0,5.0,3.5,1113.0,0,1,0,0,0,0,38.9545,-76.8845,37.5,0,6,2,0,1,1,0,0,1,0,0,0,0,0,0
26011,48,1,62782.0,619.0,1082.0,2009.0,2.0,1.5,1458.0,0,1,0,0,0,0,40.6587,-74.3889,75.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26012,43,4,85604.0,653.0,1654.0,3071.0,4.0,2.0,1089.0,0,1,0,0,0,1,37.1781,-86.329,44.1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1
26013,48,3,136512.0,661.0,2570.0,4773.0,2.0,1.5,915.0,0,1,0,0,0,0,29.0346,-81.4395,30.9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26014,29,2,51338.0,470.0,919.0,1707.0,2.0,1.5,1219.0,0,1,0,0,0,1,37.9541,-121.4845,56.1,5,3,0,0,0,1,0,0,0,0,0,0,0,1,0
26015,40,2,66248.0,549.0,1121.0,2082.0,3.0,2.0,1347.0,0,0,0,0,0,1,41.9484,-88.0114,22.6,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0
26016,33,3,89588.0,590.0,1975.0,3667.0,3.0,2.0,1001.0,1,1,0,0,0,0,39.5802,-106.5666,48.1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0
26017,57,1,71652.0,551.0,1350.0,2508.0,2.0,1.0,891.0,0,1,0,0,0,0,42.5702,-73.4552,23.0,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0
26018,49,3,54615.0,555.0,853.0,1584.0,2.0,1.5,983.0,0,1,1,0,0,0,34.6418,-77.537,46.6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
26019,38,1,76029.0,590.0,1616.0,3002.0,2.0,1.5,870.0,1,1,0,1,0,0,45.6415,-94.4584,73.8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
26020,60,1,68890.0,628.0,1196.0,2222.0,1.0,1.0,986.0,0,1,0,0,0,1,39.3944,-77.6496,18.6,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0
26021,41,2,26594.0,495.0,575.0,1067.0,2.0,1.0,1582.0,0,1,0,0,0,0,35.5042,-94.2794,35.4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1
26022,67,1,60116.0,590.0,1264.0,2348.0,1.0,1.0,764.0,1,0,0,0,0,0,46.9211,-100.7512,24.6,3,6,2,1,0,0,0,1,0,0,1,0,0,0,0
26023,49,3,68889.0,621.0,1077.0,2001.0,4.0,2.0,1181.0,0,0,0,0,0,0,37.5299,-121.5424,62.7,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0
26024,64,3,73539.0,552.0,1282.0,2380.0,4.0,2.5,1448.0,0,0,0,0,0,0,41.399,-90.3057,17.3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26025,69,1,64577.0,536.0,1298.0,2411.0,0.0,1.0,205.0,0,0,1,0,0,0,39.1279,-77.7073,58.0,5,2,0,0,0,1,0,1,0,0,0,0,1,0,0
26026,35,4,83873.0,626.0,1771.0,3289.0,4.0,2.0,1344.0,0,1,0,0,0,0,39.5308,-85.9165,51.0,3,3,1,0,0,1,1,0,0,0,1,0,0,0,0
26027,31,2,72807.0,609.0,1337.0,2483.0,1.0,1.0,668.0,0,0,0,0,0,0,42.3445,-71.8951,7.4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
26028,61,3,99998.0,650.0,1951.0,3623.0,4.0,2.0,1619.0,0,0,0,0,0,0,41.7304,-90.5952,79.7,3,2,0,0,0,1,0,1,0,0,0,0,0,0,1
26029,30,1,68233.0,649.0,1049.0,1948.0,2.0,1.0,827.0,1,0,1,0,0,0,42.339,-92.3253,22.2,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0
26030,57,1,62599.0,545.0,915.0,1699.0,0.0,1.0,690.0,0,0,0,0,0,1,38.8806,-86.5201,24.0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0
26031,27,4,29276.0,501.0,487.0,904.0,4.0,2.0,1274.0,0,0,0,0,0,1,34.1507,-84.3539,51.0,5,6,2,0,0,0,0,0,0,0,0,1,0,0,0
26032,63,4,47553.0,596.0,901.0,1673.0,3.0,2.0,1225.0,0,1,0,0,0,0,33.7085,-117.2984,69.5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26033,53,2,83204.0,563.0,1617.0,3003.0,2.0,1.0,1152.0,0,1,0,0,0,1,39.3271,-76.8361,20.7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1
26034,45,2,67513.0,500.0,1016.0,1888.0,2.0,1.0,1097.0,0,0,0,0,0,0,39.4007,-119.566,34.2,3,5,2,0,0,0,0,0,0,0,1,1,0,0,0
26035,41,3,93952.0,658.0,2131.0,3958.0,3.0,2.0,936.0,0,1,0,0,1,0,27.2179,-82.4912,71.8,5,5,2,0,0,1,0,0,0,1,0,0,0,0,1
26036,51,1,70564.0,545.0,1110.0,2061.0,0.0,1.0,751.0,1,0,0,0,0,0,42.0063,-77.5156,41.2,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0
26037,38,4,46714.0,530.0,1038.0,1928.0,5.0,3.0,1662.0,0,0,0,0,0,0,32.334,-110.826,74.9,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0
26038,38,1,48147.0,591.0,1101.0,2045.0,0.0,1.0,567.0,0,0,0,0,0,0,36.0876,-80.2656,39.0,0,7,0,0,1,0,0,0,0,0,1,1,0,0,0
26039,28,1,52537.0,558.0,989.0,1837.0,1.0,1.0,771.0,0,0,0,0,0,0,32.1387,-80.8766,29.5,2,5,1,0,0,0,0,1,0,0,0,0,0,0,1
26040,26,1,32438.0,547.0,703.0,1306.0,0.0,1.0,839.0,0,0,0,0,0,0,36.3316,-119.4084,44.2,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0
26041,64,2,93029.0,532.0,1802.0,3347.0,1.0,1.5,622.0,0,0,0,0,0,1,42.9691,-71.7065,68.0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1
26042,56,4,81211.0,600.0,1248.0,2317.0,4.0,2.5,1416.0,1,0,0,0,0,0,41.2651,-95.9863,62.9,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
26043,41,3,66883.0,583.0,1069.0,1984.0,3.0,2.0,1264.0,1,1,0,0,1,0,35.8722,-75.8952,57.3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
26044,61,1,45748.0,577.0,865.0,1606.0,1.0,1.0,611.0,0,0,1,0,0,0,43.0782,-85.8312,10.7,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1
26045,49,1,88654.0,657.0,1556.0,2890.0,1.0,1.5,950.0,1,0,0,0,0,0,35.3636,-106.5201,48.6,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0
26046,49,1,61854.0,574.0,1300.0,2414.0,1.0,1.0,823.0,0,0,1,0,0,0,30.5662,-90.8572,20.8,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0
26047,23,3,58140.0,555.0,998.0,1853.0,2.0,1.5,896.0,0,0,0,0,0,1,40.0425,-105.0054,73.8,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
26048,45,2,57933.0,569.0,882.0,1639.0,3.0,2.0,1306.0,0,1,0,0,0,0,39.0171,-76.5828,41.8,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0
26049,23,1,38664.0,570.0,833.0,1548.0,1.0,1.0,682.0,1,0,0,1,0,0,27.274,-80.2693,33.0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
26050,53,3,85176.0,594.0,1661.0,3085.0,4.0,2.0,1340.0,0,0,0,0,0,0,36.7783,-119.952,5.5,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0
26051,21,3,58285.0,577.0,1135.0,2108.0,3.0,2.0,1210.0,1,0,0,0,0,0,39.674,-104.4709,42.5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
26052,44,5,99328.0,576.0,1771.0,3289.0,4.0,2.5,1401.0,0,1,0,0,0,0,24.6076,-81.8497,22.7,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0
26053,37,2,74741.0,582.0,1398.0,2597.0,2.0,1.0,1269.0,0,0,0,0,0,0,33.8922,-118.8064,37.9,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0
26054,24,2,58821.0,569.0,915.0,1700.0,2.0,1.5,1106.0,0,0,0,0,0,0,31.3079,-89.3014,17.2,5,6,0,1,0,0,0,0,0,0,1,1,0,0,0
26055,42,1,65145.0,647.0,1357.0,2520.0,1.0,1.0,888.0,0,0,0,0,0,0,38.3194,-121.4306,51.1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1
26056,28,4,53727.0,573.0,843.0,1565.0,4.0,2.0,1189.0,0,1,0,0,0,0,40.8223,-96.7412,68.5,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
26057,30,1,46292.0,499.0,997.0,1851.0,1.0,1.0,1002.0,0,1,0,0,0,0,40.5852,-74.079,14.5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1
26058,64,2,56302.0,632.0,1037.0,1926.0,3.0,2.0,1261.0,0,0,1,0,0,0,64.8111,-147.3421,75.6,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0
26059,36,2,53539.0,600.0,799.0,1484.0,3.0,2.0,971.0,0,0,0,0,0,0,30.5143,-89.7676,36.2,1,5,1,0,0,0,1,0,0,0,0,1,0,1,0
26060,39,2,68682.0,635.0,1550.0,2878.0,2.0,1.0,956.0,0,0,1,1,0,0,41.5195,-81.5255,11.4,4,7,1,0,0,0,0,0,0,1,0,0,0,0,0
26061,18,2,49519.0,602.0,1107.0,2056.0,3.0,2.0,979.0,1,0,0,0,0,0,34.3086,-83.3052,66.8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
26062,33,3,73596.0,628.0,1135.0,2108.0,3.0,2.5,1237.0,1,1,0,0,0,0,34.9784,-80.8494,39.2,5,7,2,0,0,1,0,0,0,0,0,0,0,0,0
